대륙,국적,성별,A1(외교),A2(공무),B1(사증면제),B2(관광통과),C1(일시취재),C3(단기방문),C4(단기취업),D1(문화예술),D2(유학),D3(기술연수),D4(일반연수),D5(취재),D6(종교),D7(주재),D8(기업투자),D9(무역경영),D10(구직),E1(교수),E2(회화),E3(연구),E4(기술지도),E5(전문직업),E6(예술흥행),E7(특정활동),E8,E9(비전문취업),E10(선원취업),F1(방문동거),F2(거주),F3(동반),F4(재외동포),F5(영주),F6(결혼이민),G1(기타),H1(관광취업),H2(방문취업),T1(관광상륙),기타
아프리카주,부르키나파소,남성,0,1,0,1,0,4,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,2,0,0,4,16,0,0,0,10
아프리카주,부르키나파소,여성,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0
아프리카주,마다가스카르,남성,0,0,0,0,0,1,0,0,5,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
아프리카주,마다가스카르,여성,0,0,0,1,0,4,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,8,0,0,0,0,0
아프리카주,모잠비크,남성,0,0,0,1,0,3,0,0,9,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,10,0,0,0,1
아프리카주,모잠비크,여성,0,0,0,0,0,3,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,1,1,0,0,0,0
아프리카주,토고,남성,0,2,0,1,0,2,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,13,0,0,0,4
아프리카주,토고,여성,0,3,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
아프리카주,콩고,남성,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,0,0,0,4
아프리카주,콩고,여성,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0
아프리카주,보츠와나,남성,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
아프리카주,보츠와나,여성,0,1,0,2,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,10,0,0,0,0
아프리카주,남수단공화국,남성,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2
아프리카주,남수단공화국,여성,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
아프리카주,모리셔스,남성,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
아프리카주,모리셔스,여성,0,1,0,11,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
아프리카주,소말리아,남성,0,0,1,2,0,0,0,0,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1
아프리카주,소말리아,여성,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
아프리카주,베냉,남성,1,0,1,4,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1
아프리카주,베냉,여성,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
아프리카주,모리타니,남성,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,1
아프리카주,모리타니,여성,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
아프리카주,중앙아프리카공화국,남성,1,0,0,0,0,1,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
아프리카주,중앙아프리카공화국,여성,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,레소토,남성,0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,레소토,여성,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
아프리카주,에스와티니,남성,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
아프리카주,에스와티니,여성,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
아프리카주,니제르,남성,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1
아프리카주,니제르,여성,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
아프리카주,기니비사우,남성,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
아프리카주,기니비사우,여성,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
아프리카주,에리트레아,남성,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
아프리카주,에리트레아,여성,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
아프리카주,적도기니,남성,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
아프리카주,적도기니,여성,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,차드,남성,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
아프리카주,차드,여성,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,지부티,남성,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
아프리카주,지부티,여성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
아프리카주,자이르,남성,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,자이르,여성,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,나미비아,여성,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,코모로,남성,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
아프리카주,카보베르데,여성,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
아프리카주,세이셸,남성,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
아프리카주,세이셸,여성,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아프리카주,상투메프린시페,남성,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
기타,기타,남성,1,27,0,6,0,17,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,17,2,6,1,6,13,0,0,0,2
기타,기타,여성,1,11,0,8,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,14,1,11,3,7,13,0,0,0,3
