국적,연령대,값,데이터기준일자
투르크메니스탄,40-44세,0,2026-05-31
투르크메니스탄,45-49세,1,2026-05-31
투르크메니스탄,50-54세,1,2026-05-31
투르크메니스탄,55-59세,0,2026-05-31
투르크메니스탄,60-64세,0,2026-05-31
투르크메니스탄,65-69세,0,2026-05-31
투르크메니스탄,70-74세,0,2026-05-31
투르크메니스탄,75-79세,0,2026-05-31
투르크메니스탄,80-84세,0,2026-05-31
투르크메니스탄,85-89세,0,2026-05-31
투르크메니스탄,90-94세,0,2026-05-31
튀니지,0-4세,0,2026-05-31
튀니지,05-09세,0,2026-05-31
튀니지,10-14세,0,2026-05-31
튀니지,15-19세,0,2026-05-31
튀니지,20-24세,1,2026-05-31
튀니지,25-29세,3,2026-05-31
튀니지,30-34세,4,2026-05-31
튀니지,35-39세,3,2026-05-31
튀니지,40-44세,0,2026-05-31
튀니지,45-49세,0,2026-05-31
튀니지,50-54세,0,2026-05-31
튀니지,55-59세,1,2026-05-31
튀니지,60-64세,0,2026-05-31
튀니지,65-69세,0,2026-05-31
튀니지,70-74세,0,2026-05-31
튀니지,75-79세,0,2026-05-31
튀니지,80-84세,0,2026-05-31
튀니지,85-89세,0,2026-05-31
튀니지,90-94세,0,2026-05-31
튀르키예,0-4세,0,2026-05-31
튀르키예,05-09세,0,2026-05-31
튀르키예,10-14세,0,2026-05-31
튀르키예,15-19세,0,2026-05-31
튀르키예,20-24세,7,2026-05-31
튀르키예,25-29세,16,2026-05-31
튀르키예,30-34세,13,2026-05-31
튀르키예,35-39세,8,2026-05-31
튀르키예,40-44세,14,2026-05-31
튀르키예,45-49세,8,2026-05-31
튀르키예,50-54세,5,2026-05-31
튀르키예,55-59세,1,2026-05-31
튀르키예,60-64세,1,2026-05-31
튀르키예,65-69세,0,2026-05-31
튀르키예,70-74세,0,2026-05-31
튀르키예,75-79세,0,2026-05-31
튀르키예,80-84세,0,2026-05-31
튀르키예,85-89세,0,2026-05-31
튀르키예,90-94세,0,2026-05-31
티모르민주공화국,0-4세,0,2026-05-31
티모르민주공화국,05-09세,0,2026-05-31
티모르민주공화국,10-14세,0,2026-05-31
티모르민주공화국,15-19세,0,2026-05-31
티모르민주공화국,20-24세,10,2026-05-31
티모르민주공화국,25-29세,47,2026-05-31
티모르민주공화국,30-34세,53,2026-05-31
티모르민주공화국,35-39세,26,2026-05-31
티모르민주공화국,40-44세,14,2026-05-31
티모르민주공화국,45-49세,2,2026-05-31
티모르민주공화국,50-54세,1,2026-05-31
티모르민주공화국,55-59세,0,2026-05-31
티모르민주공화국,60-64세,0,2026-05-31
티모르민주공화국,65-69세,0,2026-05-31
티모르민주공화국,70-74세,0,2026-05-31
티모르민주공화국,75-79세,0,2026-05-31
티모르민주공화국,80-84세,0,2026-05-31
티모르민주공화국,85-89세,0,2026-05-31
티모르민주공화국,90-94세,0,2026-05-31
파키스탄,0-4세,10,2026-05-31
파키스탄,05-09세,5,2026-05-31
파키스탄,10-14세,3,2026-05-31
파키스탄,15-19세,0,2026-05-31
파키스탄,20-24세,5,2026-05-31
파키스탄,25-29세,12,2026-05-31
파키스탄,30-34세,20,2026-05-31
파키스탄,35-39세,20,2026-05-31
파키스탄,40-44세,9,2026-05-31
파키스탄,45-49세,0,2026-05-31
파키스탄,50-54세,1,2026-05-31
파키스탄,55-59세,0,2026-05-31
파키스탄,60-64세,0,2026-05-31
파키스탄,65-69세,0,2026-05-31
파키스탄,70-74세,0,2026-05-31
파키스탄,75-79세,0,2026-05-31
파키스탄,80-84세,0,2026-05-31
파키스탄,85-89세,0,2026-05-31
파키스탄,90-94세,0,2026-05-31
폴란드,0-4세,0,2026-05-31
폴란드,05-09세,1,2026-05-31
폴란드,10-14세,1,2026-05-31
폴란드,15-19세,0,2026-05-31
폴란드,20-24세,0,2026-05-31
폴란드,25-29세,0,2026-05-31
폴란드,30-34세,0,2026-05-31
폴란드,35-39세,0,2026-05-31
폴란드,40-44세,2,2026-05-31
폴란드,45-49세,1,2026-05-31
폴란드,50-54세,0,2026-05-31
폴란드,55-59세,0,2026-05-31
폴란드,60-64세,0,2026-05-31
폴란드,65-69세,1,2026-05-31
폴란드,70-74세,0,2026-05-31
폴란드,75-79세,0,2026-05-31
폴란드,80-84세,1,2026-05-31
폴란드,85-89세,0,2026-05-31
폴란드,90-94세,0,2026-05-31
프랑스,0-4세,4,2026-05-31
프랑스,05-09세,9,2026-05-31
프랑스,10-14세,4,2026-05-31
프랑스,15-19세,0,2026-05-31
프랑스,20-24세,0,2026-05-31
프랑스,25-29세,15,2026-05-31
프랑스,30-34세,17,2026-05-31
프랑스,35-39세,20,2026-05-31
프랑스,40-44세,17,2026-05-31
프랑스,45-49세,10,2026-05-31
프랑스,50-54세,5,2026-05-31
프랑스,55-59세,5,2026-05-31
프랑스,60-64세,2,2026-05-31
프랑스,65-69세,0,2026-05-31
프랑스,70-74세,0,2026-05-31
프랑스,75-79세,2,2026-05-31
프랑스,80-84세,0,2026-05-31
프랑스,85-89세,0,2026-05-31
프랑스,90-94세,0,2026-05-31
핀란드,0-4세,0,2026-05-31
핀란드,05-09세,0,2026-05-31
핀란드,10-14세,0,2026-05-31
핀란드,15-19세,0,2026-05-31
핀란드,20-24세,0,2026-05-31
핀란드,25-29세,0,2026-05-31
핀란드,30-34세,1,2026-05-31
핀란드,35-39세,0,2026-05-31
핀란드,40-44세,0,2026-05-31
핀란드,45-49세,0,2026-05-31
핀란드,50-54세,0,2026-05-31
핀란드,55-59세,1,2026-05-31
핀란드,60-64세,0,2026-05-31
핀란드,65-69세,0,2026-05-31
핀란드,70-74세,1,2026-05-31
핀란드,75-79세,0,2026-05-31
핀란드,80-84세,0,2026-05-31
핀란드,85-89세,0,2026-05-31
핀란드,90-94세,0,2026-05-31
필리핀,0-4세,0,2026-05-31
필리핀,05-09세,4,2026-05-31
필리핀,10-14세,2,2026-05-31
필리핀,15-19세,3,2026-05-31
필리핀,20-24세,5,2026-05-31
필리핀,25-29세,46,2026-05-31
필리핀,30-34세,89,2026-05-31
필리핀,35-39세,104,2026-05-31
필리핀,40-44세,70,2026-05-31
필리핀,45-49세,36,2026-05-31
필리핀,50-54세,17,2026-05-31
필리핀,55-59세,9,2026-05-31
필리핀,60-64세,1,2026-05-31
필리핀,65-69세,0,2026-05-31
필리핀,70-74세,0,2026-05-31
필리핀,75-79세,0,2026-05-31
필리핀,80-84세,0,2026-05-31
필리핀,85-89세,0,2026-05-31
필리핀,90-94세,0,2026-05-31
한국계러시아인,0-4세,4,2026-05-31
한국계러시아인,05-09세,3,2026-05-31
한국계러시아인,10-14세,2,2026-05-31
한국계러시아인,15-19세,1,2026-05-31
한국계러시아인,20-24세,0,2026-05-31
한국계러시아인,25-29세,1,2026-05-31
한국계러시아인,30-34세,1,2026-05-31
한국계러시아인,35-39세,1,2026-05-31
한국계러시아인,40-44세,1,2026-05-31
한국계러시아인,45-49세,1,2026-05-31
한국계러시아인,50-54세,1,2026-05-31
한국계러시아인,55-59세,1,2026-05-31
한국계러시아인,60-64세,2,2026-05-31
한국계러시아인,65-69세,0,2026-05-31
한국계러시아인,70-74세,0,2026-05-31
한국계러시아인,75-79세,0,2026-05-31
한국계러시아인,80-84세,0,2026-05-31
한국계러시아인,85-89세,0,2026-05-31
한국계러시아인,90-94세,0,2026-05-31
한국계중국인,0-4세,1,2026-05-31
한국계중국인,05-09세,11,2026-05-31
한국계중국인,10-14세,7,2026-05-31
한국계중국인,15-19세,1,2026-05-31
한국계중국인,20-24세,4,2026-05-31
한국계중국인,25-29세,2,2026-05-31
한국계중국인,30-34세,12,2026-05-31
한국계중국인,35-39세,29,2026-05-31
한국계중국인,40-44세,43,2026-05-31
한국계중국인,45-49세,51,2026-05-31
한국계중국인,50-54세,66,2026-05-31
한국계중국인,55-59세,96,2026-05-31
한국계중국인,60-64세,74,2026-05-31
한국계중국인,65-69세,20,2026-05-31
한국계중국인,70-74세,9,2026-05-31
한국계중국인,75-79세,0,2026-05-31
한국계중국인,80-84세,0,2026-05-31
한국계중국인,85-89세,0,2026-05-31
한국계중국인,90-94세,0,2026-05-31
헝가리,0-4세,0,2026-05-31
헝가리,05-09세,0,2026-05-31
헝가리,10-14세,0,2026-05-31
헝가리,15-19세,0,2026-05-31
헝가리,20-24세,0,2026-05-31
헝가리,25-29세,0,2026-05-31
헝가리,30-34세,0,2026-05-31
헝가리,35-39세,0,2026-05-31
헝가리,40-44세,1,2026-05-31
헝가리,45-49세,0,2026-05-31
헝가리,50-54세,0,2026-05-31
헝가리,55-59세,0,2026-05-31
헝가리,60-64세,0,2026-05-31
헝가리,65-69세,0,2026-05-31
헝가리,70-74세,0,2026-05-31
헝가리,75-79세,0,2026-05-31
헝가리,80-84세,0,2026-05-31
헝가리,85-89세,0,2026-05-31
헝가리,90-94세,0,2026-05-31
홍콩,0-4세,0,2026-05-31
홍콩,05-09세,0,2026-05-31
홍콩,10-14세,0,2026-05-31
홍콩,15-19세,0,2026-05-31
홍콩,20-24세,0,2026-05-31
홍콩,25-29세,0,2026-05-31
홍콩,30-34세,0,2026-05-31
홍콩,35-39세,0,2026-05-31
홍콩,40-44세,0,2026-05-31
홍콩,45-49세,1,2026-05-31
홍콩,50-54세,1,2026-05-31
홍콩,55-59세,0,2026-05-31
홍콩,60-64세,0,2026-05-31
홍콩,65-69세,0,2026-05-31
홍콩,70-74세,0,2026-05-31
홍콩,75-79세,0,2026-05-31
홍콩,80-84세,0,2026-05-31
홍콩,85-89세,0,2026-05-31
홍콩,90-94세,0,2026-05-31
